"concept_id","concept_name","concept_code","vocabulary_id","cluster","syndromic","systemic","clinician_interest","cluster_category","chronic_flag","included_in_ps_model"
45553737,"Other symptoms and signs involving cognitive functions and awareness","R41.89","ICD10CM","cognitive impairment",1,0,"clinician","Neurodevelopment","Y","Y"
1572239,"Other symptoms and signs involving cognitive functions and awareness","R41","ICD10CM","cognitive impairment",1,0,"clinician","Neurodevelopment","Y","Y"
45539344,"Frontal lobe and executive function deficit","R41.844","ICD10CM","cognitive impairment",1,0,"clinician","Neurodevelopment","Y","Y"
45582709,"Borderline intellectual functioning","R41.83","ICD10CM","cognitive impairment",1,0,"clinician","Neurodevelopment","Y","Y"
45539345,"Unspecified symptoms and signs involving cognitive functions and awareness","R41.9","ICD10CM","cognitive impairment",1,0,"clinician","Neurodevelopment","Y","Y"
1568259,"Specific developmental disorders of speech and language","F80","ICD10CM","communication and motor disorders",0,1,"clinician","Neurodevelopment","Y","Y"
35207244,"Phonological disorder","F80.0","ICD10CM","communication and motor disorders",0,1,"clinician","Neurodevelopment","Y","Y"
35207245,"Expressive language disorder","F80.1","ICD10CM","communication and motor disorders",0,1,"clinician","Neurodevelopment","Y","Y"
35207246,"Mixed receptive-expressive language disorder","F80.2","ICD10CM","communication and motor disorders",0,1,"clinician","Neurodevelopment","Y","Y"
35207247,"Acquired aphasia with epilepsy [Landau-Kleffner]","F80.3","ICD10CM","communication and motor disorders",0,1,"clinician","Neurodevelopment","Y","Y"
35207248,"Other developmental disorders of speech and language","F80.8","ICD10CM","communication and motor disorders",0,1,"clinician","Neurodevelopment","Y","Y"
45591155,"Childhood onset fluency disorder","F80.81","ICD10CM","communication and motor disorders",0,1,"clinician","Neurodevelopment","Y","Y"
37200331,"Social pragmatic communication disorder","F80.82","ICD10CM","communication and motor disorders",0,1,"clinician","Neurodevelopment","Y","Y"
45538086,"Other developmental disorders of speech and language","F80.89","ICD10CM","communication and motor disorders",0,1,"clinician","Neurodevelopment","Y","Y"
35207249,"Developmental disorder of speech and language, unspecified","F80.9","ICD10CM","communication and motor disorders",0,1,"clinician","Neurodevelopment","Y","Y"
35207289,"Adult onset fluency disorder","F98.5","ICD10CM","communication and motor disorders",0,1,"clinician","Neurodevelopment","Y","Y"
920129,"Tumor lysis syndrome","E88.3","ICD10CM","conditions due to neoplasm or the treatment of neoplasm",0,1,"agnostic","Malignancies and tumors","Y","Y"
35207263,"Attention-deficit hyperactivity disorder, predominantly hyperactive type","F90.1","ICD10CM","conduct disorder",0,1,"clinician","Mental health","Y","Y"
1568264,"Conduct disorders","F91","ICD10CM","conduct disorder",0,1,"clinician","Mental health","Y","Y"
35207266,"Conduct disorder confined to family context","F91.0","ICD10CM","conduct disorder",0,1,"clinician","Mental health","Y","Y"
35207267,"Conduct disorder, childhood-onset type","F91.1","ICD10CM","conduct disorder",0,1,"clinician","Mental health","Y","Y"
35207268,"Conduct disorder, adolescent-onset type","F91.2","ICD10CM","conduct disorder",0,1,"clinician","Mental health","Y","Y"
35207270,"Other conduct disorders","F91.8","ICD10CM","conduct disorder",0,1,"clinician","Mental health","Y","Y"
35207271,"Conduct disorder, unspecified","F91.9","ICD10CM","conduct disorder",0,1,"clinician","Mental health","Y","Y"
45605507,"Intermittent explosive disorder","F63.81","ICD10CM","conduct disorder",0,1,"clinician","Mental health","Y","Y"
45605508,"Other impulse disorders","F63.89","ICD10CM","conduct disorder",0,1,"clinician","Mental health","Y","Y"
35210731,"Congenital ptosis","Q10.0","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210775,"Microtia","Q17.2","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210763,"Congenital glaucoma","Q15.0","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210773,"Accessory auricle","Q17.0","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210748,"Other congenital lens malformations","Q12.8","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210736,"Congenital stenosis and stricture of lacrimal duct","Q10.5","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210739,"Cystic eyeball","Q11.0","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210758,"Congenital malformation of retina","Q14.1","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210754,"Other congenital corneal malformations","Q13.4","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210777,"Misplaced ear","Q17.4","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210765,"Congenital malformation of eye, unspecified","Q15.9","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210782,"Preauricular sinus and cyst","Q18.1","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210742,"Macrophthalmos","Q11.3","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210738,"Congenital malformation of orbit","Q10.7","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210733,"Congenital entropion","Q10.2","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210786,"Microstomia","Q18.5","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210759,"Congenital malformation of optic disc","Q14.2","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210789,"Other specified congenital malformations of face and neck","Q18.8","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210756,"Congenital malformation of anterior segment of eye, unspecified","Q13.9","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210780,"Congenital malformation of ear, unspecified","Q17.9","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210762,"Congenital malformation of posterior segment of eye, unspecified","Q14.9","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210781,"Sinus, fistula and cyst of branchial cleft","Q18.0","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210755,"Blue sclera","Q13.5","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210768,"Absence of eustachian tube","Q16.2","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210740,"Other anophthalmos","Q11.1","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210752,"Other congenital malformations of iris","Q13.2","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210771,"Congenital malformation of inner ear","Q16.5","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210745,"Coloboma of lens","Q12.2","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210778,"Prominent ear","Q17.5","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210757,"Congenital malformation of vitreous humor","Q14.0","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210741,"Microphthalmos","Q11.2","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210761,"Other congenital malformations of posterior segment of eye","Q14.8","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210734,"Other congenital malformations of eyelid","Q10.3","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210732,"Congenital ectropion","Q10.1","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210788,"Microcheilia","Q18.7","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210766,"Congenital absence of (ear) auricle","Q16.0","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210785,"Macrostomia","Q18.4","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210790,"Congenital malformation of face and neck, unspecified","Q18.9","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210753,"Congenital corneal opacity","Q13.3","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210737,"Other congenital malformations of lacrimal apparatus","Q10.6","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210751,"Absence of iris","Q13.1","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210735,"Absence and agenesis of lacrimal apparatus","Q10.4","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210760,"Congenital malformation of choroid","Q14.3","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210770,"Other congenital malformations of middle ear","Q16.4","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210779,"Other specified congenital malformations of ear","Q17.8","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210767,"Congenital absence, atresia and stricture of auditory canal (external)","Q16.1","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210772,"Congenital malformation of ear causing impairment of hearing, unspecified","Q16.9","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210769,"Congenital malformation of ear ossicles","Q16.3","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210743,"Congenital cataract","Q12.0","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210776,"Other misshapen ear","Q17.3","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210783,"Other branchial cleft malformations","Q18.2","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210747,"Spherophakia","Q12.4","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210750,"Coloboma of iris","Q13.0","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210746,"Congenital aphakia","Q12.3","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210787,"Macrocheilia","Q18.6","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210764,"Other specified congenital malformations of eye","Q15.8","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
45563236,"Other congenital malformations of anterior segment of eye","Q13.89","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210744,"Congenital displaced lens","Q12.1","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
45558392,"Rieger's anomaly","Q13.81","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210784,"Webbing of neck","Q18.3","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210774,"Macrotia","Q17.1","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
35210749,"Congenital lens malformation, unspecified","Q12.9","ICD10CM","congenital malformations of eye, ear, face, neck",0,1,"agnostic","Congenital anomalies","Y","Y"
45561686,"Tuberculous episcleritis","A18.51","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
35205789,"Viral pharyngoconjunctivitis","B30.2","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45561687,"Tuberculous keratitis","A18.52","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45605200,"Diphtheritic conjunctivitis","A36.86","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45537735,"Gonococcal conjunctivitis","A54.31","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45561719,"Gonococcal keratitis","A54.33","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
35205791,"Other viral conjunctivitis","B30.8","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
35205792,"Viral conjunctivitis, unspecified","B30.9","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
35205641,"Chlamydial conjunctivitis","A74.0","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45556923,"Herpesviral keratitis","B00.52","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45581139,"Herpesviral conjunctivitis","B00.53","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45556925,"Varicella keratitis","B01.81","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45585944,"Zoster conjunctivitis","B02.31","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45581142,"Zoster keratitis","B02.33","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45585945,"Zoster scleritis","B02.34","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45542550,"Measles keratitis and keratoconjunctivitis","B05.81","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
35205787,"Keratoconjunctivitis due to adenovirus","B30.0","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
35205788,"Conjunctivitis due to adenovirus","B30.1","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
35205790,"Acute epidemic hemorrhagic conjunctivitis (enteroviral)","B30.3","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45552230,"Conjunctivitis due to Acanthamoeba","B60.12","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45537769,"Keratoconjunctivitis due to Acanthamoeba","B60.13","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45581525,"Hordeolum externum right upper eyelid","H00.011","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45586328,"Hordeolum externum right lower eyelid","H00.012","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45571843,"Hordeolum externum right eye, unspecified eyelid","H00.013","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45538152,"Hordeolum externum left upper eyelid","H00.014","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45538153,"Hordeolum externum left lower eyelid","H00.015","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45547771,"Hordeolum externum left eye, unspecified eyelid","H00.016","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45591210,"Hordeolum externum unspecified eye, unspecified eyelid","H00.019","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45605577,"Hordeolum internum right upper eyelid","H00.021","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45552554,"Hordeolum internum right lower eyelid","H00.022","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45586329,"Hordeolum internum right eye, unspecified eyelid","H00.023","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45591211,"Hordeolum internum left upper eyelid","H00.024","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45533178,"Hordeolum internum left lower eyelid","H00.025","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45586330,"Hordeolum internum left eye, unspecified eyelid","H00.026","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45576619,"Hordeolum internum unspecified eye, unspecified eyelid","H00.029","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45591212,"Abscess of right upper eyelid","H00.031","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45552555,"Abscess of right lower eyelid","H00.032","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45562117,"Abscess of eyelid right eye, unspecified eyelid","H00.033","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45595970,"Abscess of left upper eyelid","H00.034","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45562118,"Abscess of left lower eyelid","H00.035","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45576620,"Abscess of eyelid left eye, unspecified eyelid","H00.036","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45591213,"Abscess of eyelid unspecified eye, unspecified eyelid","H00.039","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45600816,"Chalazion right upper eyelid","H00.11","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45547772,"Chalazion right lower eyelid","H00.12","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45542920,"Chalazion right eye, unspecified eyelid","H00.13","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45581526,"Chalazion left upper eyelid","H00.14","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45595971,"Chalazion left lower eyelid","H00.15","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45547773,"Chalazion left eye, unspecified eyelid","H00.16","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45533179,"Chalazion unspecified eye, unspecified eyelid","H00.19","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45605578,"Unspecified blepharitis right upper eyelid","H01.001","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45547774,"Unspecified blepharitis right lower eyelid","H01.002","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45586331,"Unspecified blepharitis right eye, unspecified eyelid","H01.003","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45557265,"Unspecified blepharitis left upper eyelid","H01.004","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45586332,"Unspecified blepharitis left lower eyelid","H01.005","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45538154,"Unspecified blepharitis left eye, unspecified eyelid","H01.006","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45538155,"Unspecified blepharitis unspecified eye, unspecified eyelid","H01.009","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
1595550,"Unspecified blepharitis right eye, upper and lower eyelids","H01.00A","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
1595551,"Unspecified blepharitis left eye, upper and lower eyelids","H01.00B","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45557266,"Ulcerative blepharitis right upper eyelid","H01.011","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45538157,"Ulcerative blepharitis right lower eyelid","H01.012","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45600817,"Ulcerative blepharitis right eye, unspecified eyelid","H01.013","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45571844,"Ulcerative blepharitis left upper eyelid","H01.014","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45542922,"Ulcerative blepharitis left lower eyelid","H01.015","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45542923,"Ulcerative blepharitis left eye, unspecified eyelid","H01.016","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45586333,"Ulcerative blepharitis unspecified eye, unspecified eyelid","H01.019","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
1595552,"Ulcerative blepharitis right eye, upper and lower eyelids","H01.01A","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
1595553,"Ulcerative blepharitis left eye, upper and lower eyelids","H01.01B","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45571845,"Squamous blepharitis right upper eyelid","H01.021","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45547775,"Squamous blepharitis right lower eyelid","H01.022","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45581527,"Squamous blepharitis right eye, unspecified eyelid","H01.023","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45557267,"Squamous blepharitis left upper eyelid","H01.024","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45557268,"Squamous blepharitis left lower eyelid","H01.025","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45542925,"Squamous blepharitis left eye, unspecified eyelid","H01.026","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45591214,"Squamous blepharitis unspecified eye, unspecified eyelid","H01.029","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
1595554,"Squamous blepharitis right eye, upper and lower eyelids","H01.02A","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
1595555,"Squamous blepharitis left eye, upper and lower eyelids","H01.02B","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45547779,"Xeroderma of right upper eyelid","H01.141","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45600818,"Xeroderma of right lower eyelid","H01.142","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45595975,"Xeroderma of right eye, unspecified eyelid","H01.143","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45576621,"Xeroderma of left upper eyelid","H01.144","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45566916,"Xeroderma of left lower eyelid","H01.145","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45600819,"Xeroderma of left eye, unspecified eyelid","H01.146","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45581529,"Xeroderma of unspecified eye, unspecified eyelid","H01.149","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
35207525,"Other specified inflammations of eyelid","H01.8","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
35207526,"Unspecified inflammation of eyelid","H01.9","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45581530,"Unspecified entropion of right upper eyelid","H02.001","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45552558,"Unspecified entropion of right lower eyelid","H02.002","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45566917,"Unspecified entropion of right eye, unspecified eyelid","H02.003","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45552559,"Unspecified entropion of left upper eyelid","H02.004","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45542927,"Unspecified entropion of left lower eyelid","H02.005","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45581531,"Unspecified entropion of left eye, unspecified eyelid","H02.006","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45591217,"Unspecified entropion of unspecified eye, unspecified eyelid","H02.009","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45571848,"Cicatricial entropion of right upper eyelid","H02.011","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45576622,"Cicatricial entropion of right lower eyelid","H02.012","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45542928,"Cicatricial entropion of right eye, unspecified eyelid","H02.013","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45586335,"Cicatricial entropion of left upper eyelid","H02.014","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45547780,"Cicatricial entropion of left lower eyelid","H02.015","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45576623,"Cicatricial entropion of left eye, unspecified eyelid","H02.016","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45533181,"Cicatricial entropion of unspecified eye, unspecified eyelid","H02.019","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45533182,"Mechanical entropion of right upper eyelid","H02.021","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45571849,"Mechanical entropion of right lower eyelid","H02.022","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45581532,"Mechanical entropion of right eye, unspecified eyelid","H02.023","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45571850,"Mechanical entropion of left upper eyelid","H02.024","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45571851,"Mechanical entropion of left lower eyelid","H02.025","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45576624,"Mechanical entropion of left eye, unspecified eyelid","H02.026","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45600820,"Mechanical entropion of unspecified eye, unspecified eyelid","H02.029","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45576625,"Senile entropion of right upper eyelid","H02.031","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45591218,"Senile entropion of right lower eyelid","H02.032","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45571852,"Senile entropion of right eye, unspecified eyelid","H02.033","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45600821,"Senile entropion of left upper eyelid","H02.034","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45562122,"Senile entropion of left lower eyelid","H02.035","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
45552560,"Senile entropion of left eye, unspecified eyelid","H02.036","ICD10CM","cornea and external disease",0,1,"agnostic","Ophthalmological","Y","Y"
