CCSR Domain,CCSR CATEGORY 1,CCSR CATEGORY 1 (PASC) DESCRIPTION,ICD-10-CM Code,ICD-10-CM Code Description,Symptomatic,Measured,syndromic,systemic,clincian_interest,cluster_category,,,,,,,,,,
Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E1333,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E13331,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133311,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133312,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133313,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133319,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E13339,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133391,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133392,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133393,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133399,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E1334,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E13341,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133411,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133412,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133413,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133419,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E13349,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133491,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133492,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133493,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133499,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E1335,Other specified diabetes mellitus with proliferative diabetic retinopathy,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E13351,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133511,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133512,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133513,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133519,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E13352,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133521,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133522,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133523,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133529,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E13353,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133531,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133532,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133533,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133539,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E13354,Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133541,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133542,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133543,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133549,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E13355,Other specified diabetes mellitus with stable proliferative diabetic retinopathy,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133551,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133552,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133553,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133559,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E13359,Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133591,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133592,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133593,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E133599,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H113,Conjunctival hemorrhage,1,,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H114,Other conjunctival vascular disorders and cysts,,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H1141,Vascular abnormalities of conjunctiva,,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H1142,Conjunctival edema,,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H1143,Conjunctival hyperemia,,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H1144,Conjunctival cysts,,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H3400,"Transient retinal artery occlusion, unspecified eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H3401,"Transient retinal artery occlusion, right eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H3402,"Transient retinal artery occlusion, left eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H3403,"Transient retinal artery occlusion, bilateral",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H3410,"Central retinal artery occlusion, unspecified eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H3411,"Central retinal artery occlusion, right eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H3412,"Central retinal artery occlusion, left eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H3413,"Central retinal artery occlusion, bilateral",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34211,"Partial retinal artery occlusion, right eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34212,"Partial retinal artery occlusion, left eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34213,"Partial retinal artery occlusion, bilateral",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34219,"Partial retinal artery occlusion, unspecified eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34231,"Retinal artery branch occlusion, right eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34232,"Retinal artery branch occlusion, left eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34233,"Retinal artery branch occlusion, bilateral",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34239,"Retinal artery branch occlusion, unspecified eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34811,"Central retinal vein occlusion, right eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348110,"Central retinal vein occlusion, right eye, with macular edema",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348111,"Central retinal vein occlusion, right eye, with retinal neovascularization",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348112,"Central retinal vein occlusion, right eye, stable",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34812,"Central retinal vein occlusion, left eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348120,"Central retinal vein occlusion, left eye, with macular edema",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348121,"Central retinal vein occlusion, left eye, with retinal neovascularization",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348122,"Central retinal vein occlusion, left eye, stable",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34813,"Central retinal vein occlusion, bilateral",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348130,"Central retinal vein occlusion, bilateral, with macular edema",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348131,"Central retinal vein occlusion, bilateral, with retinal neovascularization",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348132,"Central retinal vein occlusion, bilateral, stable",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34819,"Central retinal vein occlusion, unspecified eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348190,"Central retinal vein occlusion, unspecified eye, with macular edema",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348191,"Central retinal vein occlusion, unspecified eye, with retinal neovascularization",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348192,"Central retinal vein occlusion, unspecified eye, stable",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34821,"Venous engorgement, right eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34822,"Venous engorgement, left eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34823,"Venous engorgement, bilateral",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34829,"Venous engorgement, unspecified eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34831,"Tributary (branch) retinal vein occlusion, right eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348310,"Tributary (branch) retinal vein occlusion, right eye, with macular edema",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348311,"Tributary (branch) retinal vein occlusion, right eye, with retinal neovascularization",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348312,"Tributary (branch) retinal vein occlusion, right eye, stable",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34832,"Tributary (branch) retinal vein occlusion, left eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348320,"Tributary (branch) retinal vein occlusion, left eye, with macular edema",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348321,"Tributary (branch) retinal vein occlusion, left eye, with retinal neovascularization",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348322,"Tributary (branch) retinal vein occlusion, left eye, stable",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34833,"Tributary (branch) retinal vein occlusion, bilateral",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348330,"Tributary (branch) retinal vein occlusion, bilateral, with macular edema",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348331,"Tributary (branch) retinal vein occlusion, bilateral, with retinal neovascularization",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348332,"Tributary (branch) retinal vein occlusion, bilateral, stable",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H34839,"Tributary (branch) retinal vein occlusion, unspecified eye",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348390,"Tributary (branch) retinal vein occlusion, unspecified eye, with macular edema",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348391,"Tributary (branch) retinal vein occlusion, unspecified eye, with retinal neovascularization",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H348392,"Tributary (branch) retinal vein occlusion, unspecified eye, stable",,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H349,Unspecified retinal vascular occlusion,,1,0,1,agnostic,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H531,Subjective visual disturbances,1,,1,0,clinician,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H5312,Transient visual loss,1,,1,0,clinician,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H5313,Sudden visual loss,1,,1,0,clinician,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H5314,Visual discomfort,1,,1,0,clinician,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H5318,Visual distortions of shape and size,1,,1,0,clinician,Ophthalmological,,,,,,,,,,
Diseases of the Eye and Adnexa,EYE005,Retinal and vitreous conditions,H571,Ocular pain,1,,1,0,clinician,Ophthalmological,,,,,,,,,,
Diseases of the Genitourinary System,,Diseases of the Genitourinary System,E102,Type 1 diabetes mellitus with kidney complications,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Genitourinary System,END003,Diabetes mellitus with complication,E1021,Type 1 diabetes mellitus with diabetic nephropathy,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Genitourinary System,END003,Diabetes mellitus with complication,E1121,Type 2 diabetes mellitus with diabetic nephropathy,,,X,Type 2 Diabetes,clinician,Endocrine,,,,,,,,,,
Diseases of the Genitourinary System,END003,Diabetes mellitus with complication,E1321,Other specified diabetes mellitus with diabetic nephropathy,,,,,clinician,Endocrine,,,,,,,,,,
Diseases of the Genitourinary System,GEN008,Urinary incontinence,F980,Enuresis not due to a substance or known physiological condition,1,,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN008,Urinary incontinence,F981,Encopresis not due to a substance or known physiological condition,1,,0,1,clinician,Gastrointestinal,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,M3504,Sicca syndrome with tubulo-interstitial nephropathy,,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N000,Acute nephritic syndrome with minor glomerular abnormality,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N001,Acute nephritic syndrome with focal and segmental glomerular lesions,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N002,Acute nephritic syndrome with diffuse membranous glomerulonephritis,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N003,Acute nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N004,Acute nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N005,Acute nephritic syndrome with diffuse mesangiocapillary glomerulonephritis,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N006,Acute nephritic syndrome with dense deposit disease,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N007,Acute nephritic syndrome with diffuse crescentic glomerulonephritis,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N008,Acute nephritic syndrome with other morphologic changes,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N009,Acute nephritic syndrome with unspecified morphologic changes,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N00A,Acute nephritic syndrome with C3 glomerulonephritis,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N010,Rapidly progressive nephritic syndrome with minor glomerular abnormality,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N011,Rapidly progressive nephritic syndrome with focal and segmental glomerular lesions,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N012,Rapidly progressive nephritic syndrome with diffuse membranous glomerulonephritis,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N013,Rapidly progressive nephritic syndrome with diffuse mesangial proliferative glomerulonephritis,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N014,Rapidly progressive nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N015,Rapidly progressive nephritic syndrome with diffuse mesangiocapillary glomerulonephritis,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N016,Rapidly progressive nephritic syndrome with dense deposit disease,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N017,Rapidly progressive nephritic syndrome with diffuse crescentic glomerulonephritis,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N018,Rapidly progressive nephritic syndrome with other morphologic changes,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
Diseases of the Genitourinary System,GEN001,Nephritis; nephrosis; renal sclerosis,N019,Rapidly progressive nephritic syndrome with unspecified morphologic changes,,1,0,1,agnostic,Genito-urinary,,,,,,,,,,
