concept_id,description,body_system,progressive
37200135,Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema,endocrinological,no
37200135,Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema,endocrinological,no
45542732,Drug or chemical induced diabetes mellitus with diabetic cataract,endocrinological,no
45542732,Drug or chemical induced diabetes mellitus with diabetic cataract,endocrinological,no
37200137,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
37200137,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
37200138,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
37200138,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
37200139,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
37200139,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
37200140,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
37200140,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
45561946,Drug or chemical induced diabetes mellitus with other diabetic ophthalmic complication,endocrinological,no
45561946,Drug or chemical induced diabetes mellitus with other diabetic ophthalmic complication,endocrinological,no
45547620,"Drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified",endocrinological,no
45547620,"Drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified",endocrinological,no
45581346,Drug or chemical induced diabetes mellitus with neurological complications with diabetic mononeuropathy,endocrinological,no
45581346,Drug or chemical induced diabetes mellitus with neurological complications with diabetic mononeuropathy,endocrinological,no
45542733,Drug or chemical induced diabetes mellitus with neurological complications with diabetic polyneuropathy,endocrinological,no
45542733,Drug or chemical induced diabetes mellitus with neurological complications with diabetic polyneuropathy,endocrinological,no
45533013,Drug or chemical induced diabetes mellitus with neurological complications with diabetic autonomic (poly)neuropathy,endocrinological,no
45533013,Drug or chemical induced diabetes mellitus with neurological complications with diabetic autonomic (poly)neuropathy,endocrinological,no
45571653,Drug or chemical induced diabetes mellitus with neurological complications with diabetic amyotrophy,endocrinological,no
45571653,Drug or chemical induced diabetes mellitus with neurological complications with diabetic amyotrophy,endocrinological,no
45591024,Drug or chemical induced diabetes mellitus with neurological complications with other diabetic neurological complication,endocrinological,no
45591024,Drug or chemical induced diabetes mellitus with neurological complications with other diabetic neurological complication,endocrinological,no
45581347,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy without gangrene,endocrinological,no
45581347,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy without gangrene,endocrinological,no
45600635,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy with gangrene,endocrinological,no
45600635,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy with gangrene,endocrinological,no
45566726,Drug or chemical induced diabetes mellitus with other circulatory complications,endocrinological,no
45566726,Drug or chemical induced diabetes mellitus with other circulatory complications,endocrinological,no
45533014,Drug or chemical induced diabetes mellitus with diabetic neuropathic arthropathy,endocrinological,no
45533014,Drug or chemical induced diabetes mellitus with diabetic neuropathic arthropathy,endocrinological,no
45591025,Drug or chemical induced diabetes mellitus with other diabetic arthropathy,endocrinological,no
45591025,Drug or chemical induced diabetes mellitus with other diabetic arthropathy,endocrinological,no
45566727,Drug or chemical induced diabetes mellitus with diabetic dermatitis,endocrinological,no
45576435,Drug or chemical induced diabetes mellitus with foot ulcer,endocrinological,no
45576435,Drug or chemical induced diabetes mellitus with foot ulcer,endocrinological,no
45557108,Drug or chemical induced diabetes mellitus with other skin ulcer,endocrinological,no
45557108,Drug or chemical induced diabetes mellitus with other skin ulcer,endocrinological,no
45537956,Drug or chemical induced diabetes mellitus with other skin complications,endocrinological,no
45542734,Drug or chemical induced diabetes mellitus with periodontal disease,endocrinological,no
45542734,Drug or chemical induced diabetes mellitus with periodontal disease,endocrinological,no
45605396,Drug or chemical induced diabetes mellitus with other oral complications,endocrinological,no
45605396,Drug or chemical induced diabetes mellitus with other oral complications,endocrinological,no
45552378,Drug or chemical induced diabetes mellitus with hypoglycemia with coma,endocrinological,no
45552378,Drug or chemical induced diabetes mellitus with hypoglycemia with coma,endocrinological,no
45581348,Drug or chemical induced diabetes mellitus with hypoglycemia without coma,endocrinological,no
45581348,Drug or chemical induced diabetes mellitus with hypoglycemia without coma,endocrinological,no
45557109,Drug or chemical induced diabetes mellitus with hyperglycemia,endocrinological,no
45557109,Drug or chemical induced diabetes mellitus with hyperglycemia,endocrinological,no
45537957,Drug or chemical induced diabetes mellitus with other specified complication,endocrinological,no
45586151,Pituitary-dependent Cushing's disease,endocrinological,no
45586136,Drug or chemical induced diabetes mellitus with unspecified complications,endocrinological,no
45586136,Drug or chemical induced diabetes mellitus with unspecified complications,endocrinological,no
45533015,Drug or chemical induced diabetes mellitus without complications,endocrinological,no
45600636,Type 1 diabetes mellitus with ketoacidosis without coma,endocrinological,no
45557110,Type 1 diabetes mellitus with ketoacidosis with coma,endocrinological,no
45552379,Type 1 diabetes mellitus with diabetic nephropathy,endocrinological,no
45547621,Type 1 diabetes mellitus with diabetic chronic kidney disease,endocrinological,no
45600637,Type 1 diabetes mellitus with other diabetic kidney complication,endocrinological,no
45552381,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema,endocrinological,no
45552381,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema,endocrinological,no
45542736,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,endocrinological,no
37200141,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200141,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200142,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200142,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200143,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200143,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200144,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200144,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200145,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200146,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200147,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200148,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200149,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200149,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200150,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200150,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200151,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200151,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200152,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200152,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200153,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200154,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200155,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200156,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200157,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200157,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200157,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200158,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200158,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200158,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200159,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200159,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200159,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200160,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200160,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200160,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200161,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200161,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200162,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200162,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200163,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200163,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200164,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200164,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200165,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200165,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200166,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200166,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200167,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200167,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200168,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200168,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200170,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200170,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200171,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200171,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200172,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
45605404,Type 2 diabetes mellitus with other diabetic neurological complication,endocrinological,no
37200172,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200173,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200173,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200175,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200175,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200176,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200176,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200177,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200177,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200178,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200178,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200180,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200180,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200181,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200181,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200182,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200182,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200183,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200183,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200185,Type 1 diabetes mellitus with stable proliferative diabetic retinopathy,endocrinological,no
37200186,Type 1 diabetes mellitus with stable proliferative diabetic retinopathy,endocrinological,no
37200187,Type 1 diabetes mellitus with stable proliferative diabetic retinopathy,endocrinological,no
37200188,Type 1 diabetes mellitus with stable proliferative diabetic retinopathy,endocrinological,no
37200189,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,endocrinological,no
37200190,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,endocrinological,no
37200191,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,endocrinological,no
37200192,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,endocrinological,no
45552382,Type 1 diabetes mellitus with diabetic cataract,endocrinological,no
37200194,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
37200194,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
35206915,Pituitary-dependent Cushing's disease,endocrinological,no
37200195,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
37200195,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
37200196,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
37200196,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
37200197,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment",endocrinological,no
45576438,Type 1 diabetes mellitus with other diabetic ophthalmic complication,endocrinological,no
45600638,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified",endocrinological,no
45576439,Type 1 diabetes mellitus with diabetic mononeuropathy,endocrinological,no
45595795,Type 1 diabetes mellitus with diabetic polyneuropathy,endocrinological,no
45533017,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,endocrinological,no
45561948,Type 1 diabetes mellitus with diabetic amyotrophy,endocrinological,no
45586138,Type 1 diabetes mellitus with other diabetic neurological complication,endocrinological,no
45547622,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,endocrinological,no
45542737,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,endocrinological,no
45581349,Type 1 diabetes mellitus with other circulatory complications,endocrinological,no
45576440,Type 1 diabetes mellitus with diabetic neuropathic arthropathy,endocrinological,no
45537960,Type 1 diabetes mellitus with other diabetic arthropathy,endocrinological,no
45600639,Type 1 diabetes mellitus with diabetic dermatitis,endocrinological,no
45605398,Type 1 diabetes mellitus with foot ulcer,endocrinological,no
45581350,Type 1 diabetes mellitus with other skin ulcer,endocrinological,no
45566729,Type 1 diabetes mellitus with other skin complications,endocrinological,no
45557111,Type 1 diabetes mellitus with periodontal disease,endocrinological,no
45547623,Type 1 diabetes mellitus with other oral complications,endocrinological,no
45552383,Type 1 diabetes mellitus with hypoglycemia with coma,endocrinological,no
45600640,Type 1 diabetes mellitus with hypoglycemia without coma,endocrinological,no
45533018,Type 1 diabetes mellitus with hyperglycemia,endocrinological,no
45547624,Type 1 diabetes mellitus with other specified complication,endocrinological,no
45552384,Type 1 diabetes mellitus with unspecified complications,endocrinological,no
35206878,Type 1 diabetes mellitus with unspecified complications,endocrinological,no
45581351,Type 1 diabetes mellitus without complications,endocrinological,no
35206879,Type 1 diabetes mellitus without complications,endocrinological,no
45542738,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),endocrinological,no
45542738,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),endocrinological,no
45586139,Type 2 diabetes mellitus with hyperosmolarity with coma,endocrinological,no
45591027,Type 2 diabetes mellitus with diabetic nephropathy,endocrinological,no
45595797,Type 2 diabetes mellitus with diabetic chronic kidney disease,endocrinological,no
45605401,Type 2 diabetes mellitus with other diabetic kidney complication,endocrinological,no
45581352,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,endocrinological,no
37200311,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",endocrinological,no
45581353,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,endocrinological,no
37200198,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200198,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200199,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200199,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200200,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200200,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200201,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200201,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200202,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200203,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200204,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200205,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200206,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200206,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200207,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200207,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200208,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200208,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200209,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200209,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200210,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200211,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200212,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200213,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200214,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200214,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200215,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200215,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200216,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200216,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200217,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
45562061,Pyromania,mental health,no
37200217,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200218,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200218,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200219,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
45571675,Moderate protein-calorie malnutrition,metabolic,no
37200219,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200220,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200220,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200221,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200221,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200222,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200222,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200223,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200223,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200224,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200224,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200225,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200225,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200227,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200227,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200228,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200228,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200229,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200229,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200230,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200230,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200232,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200232,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200233,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200233,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200234,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200234,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200235,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200235,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200237,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
45586140,Type 2 diabetes mellitus with other diabetic arthropathy,endocrinological,no
37200237,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200238,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200238,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200239,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200239,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200240,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200240,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,endocrinological,no
37200242,Type 2 diabetes mellitus with stable proliferative diabetic retinopathy,endocrinological,no
37200243,Type 2 diabetes mellitus with stable proliferative diabetic retinopathy,endocrinological,no
37200244,Type 2 diabetes mellitus with stable proliferative diabetic retinopathy,endocrinological,no
37200245,Type 2 diabetes mellitus with stable proliferative diabetic retinopathy,endocrinological,no
37200246,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,endocrinological,no
37200247,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,endocrinological,no
37200248,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,endocrinological,no
37200249,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,endocrinological,no
45595798,Type 2 diabetes mellitus with diabetic cataract,endocrinological,no
37200251,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment,",endocrinological,no
37200251,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment,",endocrinological,no
37200252,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment,",endocrinological,no
37200252,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment,",endocrinological,no
37200253,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment,",endocrinological,no
37200253,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment,",endocrinological,no
37200254,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment,",endocrinological,no
37200254,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment,",endocrinological,no
45533019,Type 2 diabetes mellitus with other diabetic ophthalmic complication,endocrinological,no
45605403,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",endocrinological,no
45547625,Type 2 diabetes mellitus with diabetic mononeuropathy,endocrinological,no
45557113,Type 2 diabetes mellitus with diabetic polyneuropathy,endocrinological,no
45537962,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,endocrinological,no
45533020,Type 2 diabetes mellitus with diabetic amyotrophy,endocrinological,no
45533021,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,endocrinological,no
45533022,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,endocrinological,no
45576443,Type 2 diabetes mellitus with other circulatory complications,endocrinological,no
45600641,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,endocrinological,no
45547626,Type 2 diabetes mellitus with diabetic dermatitis,endocrinological,no
45581355,Type 2 diabetes mellitus with foot ulcer,endocrinological,no
45600642,Type 2 diabetes mellitus with other skin ulcer,endocrinological,no
45547627,Type 2 diabetes mellitus with other skin complications,endocrinological,no
45533023,Type 2 diabetes mellitus with periodontal disease,endocrinological,no
