concept_id,concept_name,concept_code,vocabulary_id,cluster
35211311,"Localized swelling, mass and lump, neck",R22.1,ICD10CM,skin
1572214,"Localized swelling, mass and lump, upper limb",R22.3,ICD10CM,skin
35211310,"Localized swelling, mass and lump, head",R22.0,ICD10CM,skin
45553722,"Localized swelling, mass and lump, left upper limb",R22.32,ICD10CM,skin
35208688,Other atrophic disorders of skin,L90.8,ICD10CM,skin
45568121,"Localized swelling, mass and lump, upper limb, bilateral",R22.33,ICD10CM,skin
35208698,"Granulomatous disorder of the skin and subcutaneous tissue, unspecified",L92.9,ICD10CM,skin
35211307,Hyperesthesia,R20.3,ICD10CM,skin
35208689,"Atrophic disorder of skin, unspecified",L90.9,ICD10CM,skin
35211318,Changes in skin texture,R23.4,ICD10CM,skin
45606799,Unspecified disturbances of skin sensation,R20.9,ICD10CM,skin
45539324,"Localized swelling, mass and lump, right upper limb",R22.31,ICD10CM,skin
1572215,"Localized swelling, mass and lump, lower limb",R22.4,ICD10CM,skin
45544135,"Localized swelling, mass and lump, unspecified upper limb",R22.30,ICD10CM,skin
35211306,Paresthesia of skin,R20.2,ICD10CM,skin
45548957,"Localized swelling, mass and lump, left lower limb",R22.42,ICD10CM,skin
35208656,Postinflammatory hyperpigmentation,L81.0,ICD10CM,skin
35211309,Rash and other nonspecific skin eruption,R21,ICD10CM,skin
35211319,Other skin changes,R23.8,ICD10CM,skin
35208642,"Follicular disorder, unspecified",L73.9,ICD10CM,skin
45573019,"Localized swelling, mass and lump, unspecified lower limb",R22.40,ICD10CM,skin
35208672,Other specified epidermal thickening,L85.8,ICD10CM,skin
45548958,"Localized swelling, mass and lump, lower limb, bilateral",R22.43,ICD10CM,skin
45606800,Unspecified skin changes,R23.9,ICD10CM,skin
35208709,Other specified localized connective tissue disorders,L94.8,ICD10CM,skin
35211308,Other disturbances of skin sensation,R20.8,ICD10CM,skin
45592413,"Localized swelling, mass and lump, right lower limb",R22.41,ICD10CM,skin
1572213,"Localized swelling, mass and lump of skin and subcutaneous tissue",R22,ICD10CM,skin
35211312,"Localized swelling, mass and lump, trunk",R22.2,ICD10CM,skin
35208673,"Epidermal thickening, unspecified",L85.9,ICD10CM,skin
35211316,Flushing,R23.2,ICD10CM,skin
35211317,Spontaneous ecchymoses,R23.3,ICD10CM,skin
35208720,Other infiltrative disorders of the skin and subcutaneous tissue,L98.6,ICD10CM,skin
1572212,Disturbances of skin sensation,R20,ICD10CM,skin
1572216,Other skin changes,R23,ICD10CM,skin
35211313,"Localized swelling, mass and lump, unspecified",R22.9,ICD10CM,skin
35208723,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,L99,ICD10CM,skin
35208722,"Disorder of the skin and subcutaneous tissue, unspecified",L98.9,ICD10CM,skin
45548447,"Infective myositis, unspecified foot",M60.075,ICD10CM,myositis
1570722,"Interstitial myositis, thigh",M60.15,ICD10CM,myositis
45562755,"Other myositis, left hand",M60.842,ICD10CM,myositis
1570708,Infective myositis,M60.0,ICD10CM,myositis
45557906,"Infective myositis, right lower leg",M60.061,ICD10CM,myositis
45553208,"Infective myositis, right ankle",M60.070,ICD10CM,myositis
45606255,"Other myositis, unspecified lower leg",M60.869,ICD10CM,myositis
45567581,"Infective myositis, unspecified arm",M60.002,ICD10CM,myositis
45538796,"Infective myositis, other site",M60.08,ICD10CM,myositis
45557904,"Infective myositis, unspecified left leg",M60.004,ICD10CM,myositis
45548402,"Polymyositis, organ involvement unspecified",M33.20,ICD10CM,myositis
45557905,"Infective myositis, left forearm",M60.032,ICD10CM,myositis
45606250,"Infective myositis, unspecified forearm",M60.039,ICD10CM,myositis
45577294,"Other myositis, unspecified forearm",M60.839,ICD10CM,myositis
1570718,"Interstitial myositis, shoulder",M60.11,ICD10CM,myositis
1570709,"Infective myositis, unspecified site",M60.00,ICD10CM,myositis
45557913,"Other myositis, unspecified ankle and foot",M60.879,ICD10CM,myositis
45557908,"Interstitial myositis, unspecified thigh",M60.159,ICD10CM,myositis
1570738,"Other myositis, thigh",M60.85,ICD10CM,myositis
45606248,"Infective myositis, unspecified right leg",M60.003,ICD10CM,myositis
45567582,"Infective myositis, unspecified site",M60.009,ICD10CM,myositis
45596603,"Interstitial myositis, left forearm",M60.132,ICD10CM,myositis
45606251,"Interstitial myositis, right lower leg",M60.161,ICD10CM,myositis
1570720,"Interstitial myositis, forearm",M60.13,ICD10CM,myositis
45567588,"Other myositis, right lower leg",M60.861,ICD10CM,myositis
45596606,"Interstitial myositis, left hand",M60.142,ICD10CM,myositis
1570712,"Infective myositis, forearm",M60.03,ICD10CM,myositis
45577293,"Interstitial myositis, right ankle and foot",M60.171,ICD10CM,myositis
45543616,"Infective myositis, unspecified toe(s)",M60.078,ICD10CM,myositis
1570735,"Other myositis, upper arm",M60.82,ICD10CM,myositis
1570716,"Infective myositis, ankle, foot and toes",M60.07,ICD10CM,myositis
1570740,"Other myositis, ankle and foot",M60.87,ICD10CM,myositis
1570724,"Interstitial myositis, ankle and foot",M60.17,ICD10CM,myositis
45538799,"Other myositis, multiple sites",M60.89,ICD10CM,myositis
45543618,"Interstitial myositis, unspecified lower leg",M60.169,ICD10CM,myositis
45591868,"Infective myositis, left finger(s)",M60.045,ICD10CM,myositis
45567585,"Interstitial myositis, right upper arm",M60.121,ICD10CM,myositis
45582178,"Interstitial myositis, unspecified shoulder",M60.119,ICD10CM,myositis
45586995,"Infective myositis, unspecified right arm",M60.000,ICD10CM,myositis
45577291,"Infective myositis, left lower leg",M60.062,ICD10CM,myositis
45567589,"Other myositis, other site",M60.88,ICD10CM,myositis
1570736,"Other myositis, forearm",M60.83,ICD10CM,myositis
45538792,"Infective myositis, unspecified leg",M60.005,ICD10CM,myositis
1570721,"Interstitial myositis, hand",M60.14,ICD10CM,myositis
45553210,"Interstitial myositis, multiple sites",M60.19,ICD10CM,myositis
45596608,"Other myositis, unspecified site",M60.80,ICD10CM,myositis
45586997,"Interstitial myositis, unspecified ankle and foot",M60.179,ICD10CM,myositis
45562751,"Infective myositis, unspecified hand",M60.043,ICD10CM,myositis
45577289,"Infective myositis, right upper arm",M60.021,ICD10CM,myositis
45577290,"Infective myositis, right hand",M60.041,ICD10CM,myositis
45596605,"Interstitial myositis, right hand",M60.141,ICD10CM,myositis
1570734,Other myositis shoulder,M60.81,ICD10CM,myositis
45533871,"Interstitial myositis, left shoulder",M60.112,ICD10CM,myositis
45543614,"Infective myositis, unspecified shoulder",M60.019,ICD10CM,myositis
45548451,"Other myositis, unspecified shoulder",M60.819,ICD10CM,myositis
45596600,"Infective myositis, multiple sites",M60.09,ICD10CM,myositis
45567587,"Other myositis, left shoulder",M60.812,ICD10CM,myositis
45533873,"Interstitial myositis, other site",M60.18,ICD10CM,myositis
1570717,Interstitial myositis,M60.1,ICD10CM,myositis
45548453,"Other myositis, right thigh",M60.851,ICD10CM,myositis
45557912,"Other myositis, right ankle and foot",M60.871,ICD10CM,myositis
45596604,"Interstitial myositis, unspecified forearm",M60.139,ICD10CM,myositis
45567584,"Infective myositis, right toe(s)",M60.076,ICD10CM,myositis
45596609,"Other myositis, unspecified upper arm",M60.829,ICD10CM,myositis
45577288,"Infective myositis, left shoulder",M60.012,ICD10CM,myositis
35208972,"Myositis, unspecified",M60.9,ICD10CM,myositis
1570739,"Other myositis, lower leg",M60.86,ICD10CM,myositis
45533872,"Interstitial myositis, left lower leg",M60.162,ICD10CM,myositis
45596596,"Infective myositis, right shoulder",M60.011,ICD10CM,myositis
45543615,"Infective myositis, left hand",M60.042,ICD10CM,myositis
45596601,"Interstitial myositis, right shoulder",M60.111,ICD10CM,myositis
1570614,Dermatopolymyositis,M33,ICD10CM,myositis
45596598,"Infective myositis, right finger(s)",M60.044,ICD10CM,myositis
45596599,"Infective myositis, left thigh",M60.052,ICD10CM,myositis
45543617,"Interstitial myositis, unspecified upper arm",M60.129,ICD10CM,myositis
1570707,Myositis,M60,ICD10CM,myositis
45591869,"Infective myositis, unspecified finger(s)",M60.046,ICD10CM,myositis
45557907,Interstitial myositis of unspecified site,M60.10,ICD10CM,myositis
45591871,"Interstitial myositis, left thigh",M60.152,ICD10CM,myositis
45596597,"Infective myositis, unspecified upper arm",M60.029,ICD10CM,myositis
45538794,"Infective myositis, left ankle",M60.071,ICD10CM,myositis
1570737,"Other myositis, hand",M60.84,ICD10CM,myositis
45586996,"Interstitial myositis, left upper arm",M60.122,ICD10CM,myositis
1570710,"Infective myositis, shoulder",M60.01,ICD10CM,myositis
45548452,"Other myositis, right forearm",M60.831,ICD10CM,myositis
45548445,"Infective myositis, unspecified left arm",M60.001,ICD10CM,myositis
45572472,"Infective myositis, left toe(s)",M60.077,ICD10CM,myositis
45572475,"Other myositis, right hand",M60.841,ICD10CM,myositis
45543621,"Other myositis, unspecified hand",M60.849,ICD10CM,myositis
45582179,"Interstitial myositis, right thigh",M60.151,ICD10CM,myositis
1570715,"Infective myositis, lower leg",M60.06,ICD10CM,myositis
45572473,"Interstitial myositis, left ankle and foot",M60.172,ICD10CM,myositis
1570733,Other myositis,M60.8,ICD10CM,myositis
45562752,"Infective myositis, unspecified thigh",M60.059,ICD10CM,myositis
45577292,"Infective myositis, unspecified lower leg",M60.069,ICD10CM,myositis
45557910,"Other myositis, right shoulder",M60.811,ICD10CM,myositis
45548446,"Infective myositis, left foot",M60.074,ICD10CM,myositis
45553209,"Interstitial myositis, unspecified hand",M60.149,ICD10CM,myositis
45538798,"Other myositis, left upper arm",M60.822,ICD10CM,myositis
1570711,"Infective myositis, upper arm",M60.02,ICD10CM,myositis
45596602,"Interstitial myositis, right forearm",M60.131,ICD10CM,myositis
1570723,"Interstitial myositis, lower leg",M60.16,ICD10CM,myositis
1570719,"Interstitial myositis, upper arm",M60.12,ICD10CM,myositis
45567583,"Infective myositis, left upper arm",M60.022,ICD10CM,myositis
45553212,"Other myositis, left lower leg",M60.862,ICD10CM,myositis
45572476,"Other myositis, left ankle and foot",M60.872,ICD10CM,myositis
45533870,"Infective myositis, unspecified ankle",M60.072,ICD10CM,myositis
1570713,"Infective myositis, hand and fingers",M60.04,ICD10CM,myositis
45606249,"Infective myositis, right forearm",M60.031,ICD10CM,myositis
45557911,"Other myositis, right upper arm",M60.821,ICD10CM,myositis
1570714,"Infective myositis, thigh",M60.05,ICD10CM,myositis
45586998,"Other myositis, left forearm",M60.832,ICD10CM,myositis
45538793,"Infective myositis, right thigh",M60.051,ICD10CM,myositis
45582184,"Other myositis, unspecified thigh",M60.859,ICD10CM,myositis
45591873,"Other myositis, left thigh",M60.852,ICD10CM,myositis
45538795,"Infective myositis, right foot",M60.073,ICD10CM,myositis
35207753,"Acute myocarditis, unspecified",I40.9,ICD10CM,myocarditis
45581156,Viral myocarditis,B33.22,ICD10CM,myocarditis
35207752,Other acute myocarditis,I40.8,ICD10CM,myocarditis
35207750,Infective myocarditis,I40.0,ICD10CM,myocarditis
35207754,Myocarditis in diseases classified elsewhere,I41,ICD10CM,myocarditis
45572430,Pain in left hip,M25.552,ICD10CM,musculoskeletal
45577229,"Stiffness of left shoulder, not elsewhere classified",M25.612,ICD10CM,musculoskeletal
45548444,Occipital neuralgia,M54.81,ICD10CM,musculoskeletal
45553157,Pain in left elbow,M25.522,ICD10CM,musculoskeletal
45577230,"Stiffness of right elbow, not elsewhere classified",M25.621,ICD10CM,musculoskeletal
1571058,"Pain in limb, hand, foot, fingers and toes",M79.6,ICD10CM,musculoskeletal
1570567,Pain in hip,M25.55,ICD10CM,musculoskeletal
1570568,Pain in knee,M25.56,ICD10CM,musculoskeletal
45557903,Other dorsalgia,M54.89,ICD10CM,musculoskeletal
1595620,"Myalgia, other site",M79.18,ICD10CM,musculoskeletal
45582249,Pain in right hand,M79.641,ICD10CM,musculoskeletal
45572432,"Stiffness of right wrist, not elsewhere classified",M25.631,ICD10CM,musculoskeletal
45533940,Pain in left forearm,M79.632,ICD10CM,musculoskeletal
45606202,Pain in wrist,M25.53,ICD10CM,musculoskeletal
725390,"Stiffness of other specified joint, not elsewhere classified",M25.69,ICD10CM,musculoskeletal
45591807,Pain in right shoulder,M25.511,ICD10CM,musculoskeletal
45577227,Pain in unspecified joint,M25.50,ICD10CM,musculoskeletal
766414,Other low back pain,M54.59,ICD10CM,musculoskeletal
45538866,Pain in unspecified hand,M79.643,ICD10CM,musculoskeletal
45557858,"Stiffness of unspecified ankle, not elsewhere classified",M25.673,ICD10CM,musculoskeletal
45567529,"Stiffness of right shoulder, not elsewhere classified",M25.611,ICD10CM,musculoskeletal
35208969,Low back pain,M54.5,ICD10CM,musculoskeletal
45587066,Pain in right lower leg,M79.661,ICD10CM,musculoskeletal
45587065,Pain in left thigh,M79.652,ICD10CM,musculoskeletal
1595617,"Myalgia, unspecified site",M79.10,ICD10CM,musculoskeletal
37200700,Pain in joints of hand,M25.54,ICD10CM,musculoskeletal
45582116,Pain in left ankle and joints of left foot,M25.572,ICD10CM,musculoskeletal
45596549,Pain in right knee,M25.561,ICD10CM,musculoskeletal
45567533,"Stiffness of left foot, not elsewhere classified",M25.675,ICD10CM,musculoskeletal
37200701,Pain in joints of right hand,M25.541,ICD10CM,musculoskeletal
45582247,Pain in left leg,M79.605,ICD10CM,musculoskeletal
45562838,Pain in unspecified limb,M79.609,ICD10CM,musculoskeletal
45543690,Pain in right forearm,M79.631,ICD10CM,musculoskeletal
45591935,Pain in right thigh,M79.651,ICD10CM,musculoskeletal
45572434,"Stiffness of left ankle, not elsewhere classified",M25.672,ICD10CM,musculoskeletal
766412,"Low back pain, unspecified",M54.50,ICD10CM,musculoskeletal
45586943,"Stiffness of left wrist, not elsewhere classified",M25.632,ICD10CM,musculoskeletal
45538740,Pain in right ankle and joints of right foot,M25.571,ICD10CM,musculoskeletal
45562839,Pain in right upper arm,M79.621,ICD10CM,musculoskeletal
45567532,"Stiffness of right ankle, not elsewhere classified",M25.671,ICD10CM,musculoskeletal
45538867,Pain in right finger(s),M79.644,ICD10CM,musculoskeletal
45557993,Pain in unspecified foot,M79.673,ICD10CM,musculoskeletal
766413,Vertebrogenic low back pain,M54.51,ICD10CM,musculoskeletal
45553161,"Stiffness of unspecified hand, not elsewhere classified",M25.649,ICD10CM,musculoskeletal
45533939,Pain in right leg,M79.604,ICD10CM,musculoskeletal
45601546,Pain in right toe(s),M79.674,ICD10CM,musculoskeletal
45587067,Pain in unspecified lower leg,M79.669,ICD10CM,musculoskeletal
45591934,Pain in unspecified finger(s),M79.646,ICD10CM,musculoskeletal
45557992,Pain in right arm,M79.601,ICD10CM,musculoskeletal
35209013,"Soft tissue disorder, unspecified",M79.9,ICD10CM,musculoskeletal
45572433,"Stiffness of unspecified hip, not elsewhere classified",M25.659,ICD10CM,musculoskeletal
45572552,Pain in left lower leg,M79.662,ICD10CM,musculoskeletal
35208970,Pain in thoracic spine,M54.6,ICD10CM,musculoskeletal
45553159,"Stiffness of unspecified elbow, not elsewhere classified",M25.629,ICD10CM,musculoskeletal
45587064,"Pain in arm, unspecified",M79.603,ICD10CM,musculoskeletal
45572431,Pain in unspecified ankle and joints of unspecified foot,M25.579,ICD10CM,musculoskeletal
45586944,"Stiffness of unspecified wrist, not elsewhere classified",M25.639,ICD10CM,musculoskeletal
45596550,"Stiffness of left hand, not elsewhere classified",M25.642,ICD10CM,musculoskeletal
45557857,"Stiffness of right knee, not elsewhere classified",M25.661,ICD10CM,musculoskeletal
45606201,Pain in unspecified elbow,M25.529,ICD10CM,musculoskeletal
45577231,"Stiffness of left knee, not elsewhere classified",M25.662,ICD10CM,musculoskeletal
45553271,Pain in unspecified upper arm,M79.629,ICD10CM,musculoskeletal
45582118,"Stiffness of unspecified foot, not elsewhere classified",M25.676,ICD10CM,musculoskeletal
45606200,Pain in unspecified shoulder,M25.519,ICD10CM,musculoskeletal
37200703,Pain in joints of unspecified hand,M25.549,ICD10CM,musculoskeletal
45553158,Pain in left wrist,M25.532,ICD10CM,musculoskeletal
1570569,Pain in ankle and joints of foot,M25.57,ICD10CM,musculoskeletal
45562840,Pain in right foot,M79.671,ICD10CM,musculoskeletal
45567531,"Stiffness of unspecified knee, not elsewhere classified",M25.669,ICD10CM,musculoskeletal
45606323,Pain in left finger(s),M79.645,ICD10CM,musculoskeletal
45591810,"Stiffness of left hip, not elsewhere classified",M25.652,ICD10CM,musculoskeletal
45591936,Pain in left toe(s),M79.675,ICD10CM,musculoskeletal
45562837,Pain in left arm,M79.602,ICD10CM,musculoskeletal
45591809,Pain in elbow,M25.52,ICD10CM,musculoskeletal
35208971,"Dorsalgia, unspecified",M54.9,ICD10CM,musculoskeletal
35209006,Myalgia,M79.1,ICD10CM,musculoskeletal
45557856,Pain in unspecified wrist,M25.539,ICD10CM,musculoskeletal
45577228,Pain in unspecified hip,M25.559,ICD10CM,musculoskeletal
1570565,Pain in joint,M25.5,ICD10CM,musculoskeletal
45553160,"Stiffness of right hand, not elsewhere classified",M25.641,ICD10CM,musculoskeletal
45601545,Pain in unspecified thigh,M79.659,ICD10CM,musculoskeletal
45596551,"Stiffness of right foot, not elsewhere classified",M25.674,ICD10CM,musculoskeletal
45533816,Pain in left knee,M25.562,ICD10CM,musculoskeletal
45586942,"Stiffness of unspecified joint, not elsewhere classified",M25.60,ICD10CM,musculoskeletal
45577358,Pain in unspecified forearm,M79.639,ICD10CM,musculoskeletal
45543689,"Pain in leg, unspecified",M79.606,ICD10CM,musculoskeletal
37200702,Pain in joints of left hand,M25.542,ICD10CM,musculoskeletal
45533941,Pain in unspecified toe(s),M79.676,ICD10CM,musculoskeletal
45601424,"Stiffness of right hip, not elsewhere classified",M25.651,ICD10CM,musculoskeletal
1595618,Myalgia of mastication muscle,M79.11,ICD10CM,musculoskeletal
45548395,Pain in unspecified knee,M25.569,ICD10CM,musculoskeletal
45557855,Pain in right wrist,M25.531,ICD10CM,musculoskeletal
45562699,Pain in right hip,M25.551,ICD10CM,musculoskeletal
45582117,"Stiffness of unspecified shoulder, not elsewhere classified",M25.619,ICD10CM,musculoskeletal
45538868,Pain in left foot,M79.672,ICD10CM,musculoskeletal
45567530,"Stiffness of left elbow, not elsewhere classified",M25.622,ICD10CM,musculoskeletal
45582248,Pain in left upper arm,M79.622,ICD10CM,musculoskeletal
45601423,Pain in right elbow,M25.521,ICD10CM,musculoskeletal
45591808,Pain in left shoulder,M25.512,ICD10CM,musculoskeletal
725389,Pain in other specified joint,M25.59,ICD10CM,musculoskeletal
45582250,Pain in left hand,M79.642,ICD10CM,musculoskeletal
1595619,"Myalgia of auxiliary muscles, head and neck",M79.12,ICD10CM,musculoskeletal
1570566,Pain in shoulder,M25.51,ICD10CM,musculoskeletal
1569168,Cardiac arrest,I46,ICD10CM,heart_disease
35207800,Cardiomegaly,I51.7,ICD10CM,heart_disease
45576878,Chronic systolic (congestive) heart failure,I50.22,ICD10CM,heart_disease
35207796,"Rupture of papillary muscle, not elsewhere classified",I51.2,ICD10CM,heart_disease
35207740,Nonrheumatic tricuspid (valve) stenosis with insufficiency,I36.2,ICD10CM,heart_disease
1326605,Right heart failure due to left heart failure,I50.814,ICD10CM,heart_disease
45586587,Unspecified systolic (congestive) heart failure,I50.20,ICD10CM,heart_disease
35207718,"Acute pericarditis, unspecified",I30.9,ICD10CM,heart_disease
1326606,Biventricular heart failure,I50.82,ICD10CM,heart_disease
35207724,"Disease of pericardium, unspecified",I31.9,ICD10CM,heart_disease
1326608,End stage heart failure,I50.84,ICD10CM,heart_disease
35207739,Nonrheumatic tricuspid (valve) insufficiency,I36.1,ICD10CM,heart_disease
45538387,Takotsubo syndrome,I51.81,ICD10CM,heart_disease
35207730,Nonrheumatic mitral (valve) stenosis,I34.2,ICD10CM,heart_disease
45543182,Acute systolic (congestive) heart failure,I50.21,ICD10CM,heart_disease
1326601,"Right heart failure, unspecified",I50.810,ICD10CM,heart_disease
1326607,High output heart failure,I50.83,ICD10CM,heart_disease
35207731,Other nonrheumatic mitral valve disorders,I34.8,ICD10CM,heart_disease
35207732,"Nonrheumatic mitral valve disorder, unspecified",I34.9,ICD10CM,heart_disease
45533457,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure,I50.40,ICD10CM,heart_disease
1569154,Other diseases of pericardium,I31,ICD10CM,heart_disease
45591469,Acute combined systolic (congestive) and diastolic (congestive) heart failure,I50.41,ICD10CM,heart_disease
35207755,Dilated cardiomyopathy,I42.0,ICD10CM,heart_disease
35207799,Myocardial degeneration,I51.5,ICD10CM,heart_disease
35207792,"Left ventricular failure, unspecified",I50.1,ICD10CM,heart_disease
35207756,Obstructive hypertrophic cardiomyopathy,I42.1,ICD10CM,heart_disease
45601038,Unspecified diastolic (congestive) heart failure,I50.30,ICD10CM,heart_disease
45567183,Other ill-defined heart diseases,I51.89,ICD10CM,heart_disease
45567181,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure,I50.43,ICD10CM,heart_disease
35207720,Chronic constrictive pericarditis,I31.1,ICD10CM,heart_disease
35207738,Nonrheumatic tricuspid (valve) stenosis,I36.0,ICD10CM,heart_disease
45567180,Acute on chronic systolic (congestive) heart failure,I50.23,ICD10CM,heart_disease
35207798,"Myocarditis, unspecified",I51.4,ICD10CM,heart_disease
35207729,Nonrheumatic mitral (valve) prolapse,I34.1,ICD10CM,heart_disease
35207723,Other specified diseases of pericardium,I31.8,ICD10CM,heart_disease
45562355,Acute on chronic diastolic (congestive) heart failure,I50.33,ICD10CM,heart_disease
1326604,Acute on chronic right heart failure,I50.813,ICD10CM,heart_disease
45548022,Acute diastolic (congestive) heart failure,I50.31,ICD10CM,heart_disease
1569178,Heart failure,I50,ICD10CM,heart_disease
35207795,"Rupture of chordae tendineae, not elsewhere classified",I51.1,ICD10CM,heart_disease
35207719,Chronic adhesive pericarditis,I31.0,ICD10CM,heart_disease
35207742,"Nonrheumatic tricuspid valve disorder, unspecified",I36.9,ICD10CM,heart_disease
45586588,Chronic combined systolic (congestive) and diastolic (congestive) heart failure,I50.42,ICD10CM,heart_disease
35207802,Other heart disorders in diseases classified elsewhere,I52,ICD10CM,heart_disease
35207757,Other hypertrophic cardiomyopathy,I42.2,ICD10CM,heart_disease
1326609,Other heart failure,I50.89,ICD10CM,heart_disease
1569156,Nonrheumatic mitral valve disorders,I34,ICD10CM,heart_disease
1569182,Complications and ill-defined descriptions of heart disease,I51,ICD10CM,heart_disease
35207722,Pericardial effusion (noninflammatory),I31.3,ICD10CM,heart_disease
35207763,Other cardiomyopathies,I42.8,ICD10CM,heart_disease
35207801,"Heart disease, unspecified",I51.9,ICD10CM,heart_disease
35207741,Other nonrheumatic tricuspid valve disorders,I36.8,ICD10CM,heart_disease
35207793,"Heart failure, unspecified",I50.9,ICD10CM,heart_disease
35207794,"Cardiac septal defect, acquired",I51.0,ICD10CM,heart_disease
35207728,Nonrheumatic mitral (valve) insufficiency,I34.0,ICD10CM,heart_disease
1569161,Cardiomyopathy,I42,ICD10CM,heart_disease
45557538,Coronary artery aneurysm,I25.41,ICD10CM,heart_disease
35207764,"Cardiomyopathy, unspecified",I42.9,ICD10CM,heart_disease
35207758,Endomyocardial (eosinophilic) disease,I42.3,ICD10CM,heart_disease
35207759,Endocardial fibroelastosis,I42.4,ICD10CM,heart_disease
1326603,Chronic right heart failure,I50.812,ICD10CM,heart_disease
35207760,Other restrictive cardiomyopathy,I42.5,ICD10CM,heart_disease
45533456,Chronic diastolic (congestive) heart failure,I50.32,ICD10CM,heart_disease
1569158,Nonrheumatic tricuspid valve disorders,I36,ICD10CM,heart_disease
1326602,Acute right heart failure,I50.811,ICD10CM,heart_disease
45566877,"Ophthalmoplegic migraine, intractable, with status migrainosus",G43.B11,ICD10CM,headache
45562091,Chronic tension-type headache,G44.22,ICD10CM,headache
45562088,Hemiplegic migraine,G43.4,ICD10CM,headache
1568355,"Post-traumatic headache, unspecified",G44.30,ICD10CM,headache
35207382,Status migrainosus,G43.2,ICD10CM,headache
45547740,"Drug-induced headache, not elsewhere classified, intractable",G44.41,ICD10CM,headache
45562090,"Periodic headache syndromes in child or adult, intractable, with status migrainosus",G43.C11,ICD10CM,headache
45591179,"Cyclical vomiting, not intractable, with status migrainosus",G43.A01,ICD10CM,headache
45547737,"Chronic paroxysmal hemicrania, not intractable",G44.049,ICD10CM,headache
1568341,"Other migraine, intractable",G43.81,ICD10CM,headache
1568342,"Menstrual migraine, not intractable",G43.82,ICD10CM,headache
35207389,"Other migraine, intractable",G43.891,ICD10CM,headache
1568352,Tension-type headache,G44.2,ICD10CM,headache
725459,"Headache, unspecified",R51.9,ICD10CM,headache
35207384,"Hemiplegic migraine, intractable",G43.41,ICD10CM,headache
45533136,"Migraine without aura, not intractable, without status migrainosus",G43.009,ICD10CM,headache
35207385,"Persistent migraine aura without cerebral infarction, not intractable",G43.50,ICD10CM,headache
1568344,"Migraine, unspecified",G43.9,ICD10CM,headache
35207390,"Other migraine, not intractable",G43.899,ICD10CM,headache
45586294,Primary thunderclap headache,G44.53,ICD10CM,headache
35207381,"Migraine with aura, intractable",G43.11,ICD10CM,headache
45538119,"Drug-induced headache, not elsewhere classified, not intractable",G44.40,ICD10CM,headache
1568339,Other migraine,G43.8,ICD10CM,headache
35207380,"Migraine with aura, not intractable",G43.10,ICD10CM,headache
45576582,"Post-traumatic headache, unspecified, intractable",G44.301,ICD10CM,headache
45605550,"Chronic cluster headache, intractable",G44.021,ICD10CM,headache
1568335,"Persistent migraine aura with cerebral infarction, not intractable",G43.60,ICD10CM,headache
45566881,"Episodic tension-type headache, not intractable",G44.219,ICD10CM,headache
45566879,Chronic cluster headache,G44.02,ICD10CM,headache
45542890,"Chronic tension-type headache, not intractable",G44.229,ICD10CM,headache
35207391,"Migraine, unspecified, not intractable",G43.90,ICD10CM,headache
45552531,"Vascular headache, not elsewhere classified, not intractable",G44.10,ICD10CM,headache
45566876,Ophthalmoplegic migraine,G43.B,ICD10CM,headache
45591178,"Chronic migraine without aura, not intractable, without status migrainosus",G43.709,ICD10CM,headache
1568357,"Drug-induced headache, not elsewhere classified",G44.4,ICD10CM,headache
45562089,"Cyclical vomiting, intractable, with status migrainosus",G43.A11,ICD10CM,headache
45576585,Primary stabbing headache,G44.85,ICD10CM,headache
1568358,Complicated headache syndromes,G44.5,ICD10CM,headache
1568354,Post-traumatic headache,G44.3,ICD10CM,headache
45591181,"Periodic headache syndromes in child or adult, not intractable",G43.C0,ICD10CM,headache
35211388,Headache,R51,ICD10CM,headache
1568347,"Cluster headache syndrome, unspecified",G44.00,ICD10CM,headache
766354,Cervicogenic headache,G44.86,ICD10CM,headache
45538112,"Cyclical vomiting, in migraine, not intractable",G43.A0,ICD10CM,headache
45600790,Primary exertional headache,G44.84,ICD10CM,headache
45542887,"Migraine, unspecified, not intractable, with status migrainosus",G43.901,ICD10CM,headache
45552528,"Other migraine, not intractable, with status migrainosus",G43.801,ICD10CM,headache
45533138,"Chronic migraine without aura, not intractable, with status migrainosus",G43.701,ICD10CM,headache
1568337,Chronic migraine without aura,G43.7,ICD10CM,headache
45595944,"Menstrual migraine, not intractable, with status migrainosus",G43.D01,ICD10CM,headache
45591180,"Ophthalmoplegic migraine, intractable, without status migrainosus",G43.B19,ICD10CM,headache
1568349,Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT),G44.05,ICD10CM,headache
1568346,Cluster headaches and other trigeminal autonomic cephalgias (TAC),G44.0,ICD10CM,headache
45542891,"Chronic post-traumatic headache, intractable",G44.321,ICD10CM,headache
1568359,Other specified headache syndromes,G44.8,ICD10CM,headache
45605545,"Persistent migraine aura with cerebral infarction, not intractable, without status migrainosus",G43.609,ICD10CM,headache
45547732,"Hemiplegic migraine, not intractable, with status migrainosus",G43.401,ICD10CM,headache
45557237,"Other migraine, intractable, with status migrainosus",G43.811,ICD10CM,headache
